threshold,accuracy,precision,recall,f1
0.45,0.8161816891412349,0.9685107300765664,0.6998363593859581,0.8125395820139328
0.4,0.8259847409510291,0.9673730591691145,0.7185381438478922,0.8245919964229823
0.35,0.829888218594748,0.9640057755775577,0.7283565806904075,0.8297749567224466
0.3,0.8332150461320085,0.961167022466199,0.7367723836982779,0.8341420379355977
